ids,date,user,replyCount,retweetCount,likeCount,lang,text,country,sentiment
1512454711185661964,2022-04-08 15:37:57+00:00,AndreasPrause,0,0,0,de,Massengrab in #Tschernihiw im Norden der Ukraine https://t.co/cwMF1j8eYG,Ukraine,1
1512454710879469573,2022-04-08 15:37:57+00:00,garcia_britos,0,0,0,es,@FelixLlerenaCUB @MFA_Ukraine @UKRinARG @UKRinCUB @OMarkarova @TAMARA_SUJU @EmineDzheppar @Belgium_Havana @CiberCuba @diariodecuba La verdad q ver fotos y más fotos sin contexto me dejan pensando q es verdad y q es mentira solo digo eso aquí todos defienden su punto de vista a lo mejor fueron los rusos o los ukranianos pero eso desde fuera nunca se sabrá,Ukraine,0
1512454710514667529,2022-04-08 15:37:57+00:00,Adrian81095927,0,0,0,en,@b01_martin @RhiannonSussex @nohouzecalls @iWitness_ca @melaniejoly @tweeter_anita @JustinTrudeau U're all fooling urselves. Listen to the opinions of war veterans. #Russia did not show their strenght in #Ukraine yet. #Ukraine would be no more if they did. No amount of weapons u send can't save them if they tried. U've all been lied to by the west.,Ukraine,0
1512454710212673547,2022-04-08 15:37:57+00:00,Frederi65567491,1,0,0,de,"EU-Kommissionspräsidentin von der Leyen und der EU-Außenbeauftragte Borrell sind in Kiew zu Gesprächen mit Präsident Selenskyj eingetroffen. Ihre wichtigste Botschaft: Für die Ukraine gebe es einen Weg in die EU.
https://t.co/oQLvIWPHso",Ukraine,1
1512454708111163393,2022-04-08 15:37:57+00:00,MelissaLaLinea,1,2,1,en,ICYMI This week in The Border Chronicle 🦂👉 @memomiller on the global reach of the United State's border enforcement industry to Ukraine and beyond https://t.co/L1HwzX8wyg,Ukraine,0
1512454707331145733,2022-04-08 15:37:56+00:00,Vojtaruzek,0,0,1,en,"@NiceToRideBikes @visegrad24 Putin has 85% support in Russia. I believe that is enough to denounce whole nation.

What they do at Ukraine is their nature.",Ukraine,1
1512454707289145354,2022-04-08 15:37:56+00:00,jackrusses,0,0,0,en,@PrentonTommy @jessphillips Just sent £100 million of equipment to Ukraine... https://t.co/AsDZ8bWiit,Ukraine,1
1512454707230527490,2022-04-08 15:37:56+00:00,ManuelA44967240,0,0,0,en,Today's D Brief: 50 killed at Ukraine train station; Invasion’s next phase; US troops injured in Syria; Navy’s $4B drone plan; And a bit more. https://t.co/Ghd2f37F1m vía @DefenseOne,Ukraine,0
1512454706446192647,2022-04-08 15:37:56+00:00,areuserious8008,0,0,0,en,"@MartyGilliam7 @PalmerReport You’re right, it’d probably be the U.S. Army in Ukraine, since Trump would’ve had Putin’s hand up his ass",Ukraine,1
1512454705296908288,2022-04-08 15:37:56+00:00,mediasrequest,0,0,0,fr,⚡ #Russie 🇷🇺 Le pays a été suspendu du Conseil des droits de l'Homme de l'ONU en raison des atteintes flagrantes et systématiques aux droits humains et au droit international humanitaire qu'il a commis lors de l'invasion en Ukraine ➡ Les médias russes https://t.co/tgIKTaULf4,Ukraine,1
1512454703359016966,2022-04-08 15:37:55+00:00,MaddyLoveSpare,1,0,0,en,"@factode305 @Sharky_vs_Evil @BreezerGalway @RavenXV @WeRone777 @CovidLarry @SpyVsSpy20 @whykeepitup @NickT4000 @g_ballew I thought the person was supporting the money laundering, drug and child trafficking conduct in Ukraine.",Ukraine,0
1512454702478368771,2022-04-08 15:37:55+00:00,theanimalreader,0,1,0,en,Equestrians rescue abandoned horses in Ukraine #news https://t.co/fyidmO5dTp,Ukraine,0
1512454699533975553,2022-04-08 15:37:55+00:00,BolajiAremo,0,0,0,en,Ukraine: Six weeks of devastation and defiance as world grapples with the crisis - BBC News https://t.co/yzjhNqPFOh,Ukraine,0
1512454698141421573,2022-04-08 15:37:54+00:00,Tmo_Wizard,0,0,2,de,Pink Floyd veröffentlicht Ukraine-Song „Hey Hey Rise Up“ https://t.co/osmtYw9JVq,Ukraine,1
1512454697331875841,2022-04-08 15:37:54+00:00,alonsoian1,0,0,0,en,"@venepoetics My friend, I'm not pro-Russia nor do I accept any of Putin's reasons but this war is very complex. Either to accept the narrative of Ukraine's war of liberation or Russia's anti fascism excuses would be a great mistake. And I totally respect your disagreement.👍",Ukraine,0
1512454695566123008,2022-04-08 15:37:54+00:00,dabitjoe,0,2,4,fr,#CMLille 1 minute de silence en hommage à  l'#ukraine... 😢 https://t.co/7BTVttHIOd,Ukraine,1
1512454694878138374,2022-04-08 15:37:53+00:00,Kaore,0,1,3,en,At what point do we stop watching the atrocities in Ukraine and collectively go in and help to eviscerate this Putin global cancer?!,Ukraine,0
1512454693414391814,2022-04-08 15:37:53+00:00,parodiesyan,0,0,0,und,#Kramatorsk #Kiev #Marioupol #Ukraine #Russie #Zelensky #Poutine #Poutineassassin #PoutineCriminelDeGuerre #Butcha #ButchaMassacre #massacre https://t.co/97mmI8qs6f,Ukraine,1
1512454691417960452,2022-04-08 15:37:53+00:00,revsoc99,0,0,0,ca,"#Ukraine military, economic, informational #sitrep
https://t.co/diQcXrn2Rw",Ukraine,0
1512454691304607744,2022-04-08 15:37:53+00:00,datinglove_tips,0,0,0,en,5 Ukraine #Dating Myths Guys Need To Disregard https://t.co/MBfGUHz8ZE #videos,Ukraine,1
1512454690050560006,2022-04-08 15:37:52+00:00,sudouest,1,0,0,fr,Guerre en Ukraine : l’insolente vigueur du rouble malgré la pluie de sanctions https://t.co/TGuRcWJNRj https://t.co/KMyUtF5e7H,Ukraine,0
1512454688415031299,2022-04-08 15:37:52+00:00,GF_Courage,0,0,2,fr,"Poutine envahit l'Ukraine, sème la mort sans même assumer et se fout de nous tous avec cette façon de toujours dire ""c'est pas nous c'est eux""! https://t.co/zwybsfbtm5",Ukraine,0
1512454688309977090,2022-04-08 15:37:52+00:00,CanuckSFwarrior,0,0,0,en,Germany intercepts Russian talk of indiscriminate killings in Ukraine https://t.co/66FH5BWRqS,Ukraine,1
1512454684073676800,2022-04-08 15:37:51+00:00,davidphinney,0,0,0,en,If they can send dildos into space..... Sean Penn calls for billionaire to step up and buy aircraft for Ukraine https://t.co/EivzEQsv2m,Ukraine,1
1512454683293630476,2022-04-08 15:37:51+00:00,Cambridge4Ukr,0,0,3,en,"Two ambulances waiting to go to Ukraine! Huge thank you to Vitalii Burnus and @A_Pavlovskyi (Cambridge4Ukraine co-founder) for this idea, raising the funds and making sure the ambulances get to Ukraine! 

And a big thank you to all who donated and continues to donate! https://t.co/OigGrsk2Jl",Ukraine,1
1512454683050323973,2022-04-08 15:37:51+00:00,greg7517,1,0,1,fr,"@GaveEmmanuelle Exemple ; l'aluminium.  Prix doublé en 1 an mais surtout stock mondial passé de 2mio de tonnes à 0,8mio AVANT la guerre en Ukraine . Plastiques : limitations quantités   etc ... 
Question bête : comment sortir de cette spirale infernale ?",Ukraine,1
1512454682547044359,2022-04-08 15:37:51+00:00,lmv6719,0,1,1,en,Exactly. And it’s sad and immoral that it’s taken more than 40 days and a multitude of war crimes and civilian deaths before NATO countries and others have sent the weapons that Ukraine has asked for. And still no planes! Allegedly in the works but we’ve heard that before. https://t.co/9t7BdVOJoF,Ukraine,0
1512454682198908938,2022-04-08 15:37:50+00:00,speedybrady,0,0,0,en,@Angry_Staffer Russians acting like monsters and then the wonder why the Ukrainians won’t surrender. It’s only going to get worse for them once the Lend Lease stuff starts coming for Ukraine.,Ukraine,0
1512454681116749830,2022-04-08 15:37:50+00:00,VetraVetroff,0,0,0,en,@DefenceU Reason he needs these kids is to raise witnesses who will testify against Ukraine and so called nazis there.Which I have no doubt Putin planted to create country unrests to have reason for invasion.,Ukraine,0
1512454679661273103,2022-04-08 15:37:50+00:00,miagl11,0,0,0,en,Genocide. Missile strike at crowded train station kills dozens fleeing eastern Ukraine - The Wall Street Journal https://t.co/6qmzOh77dF,Ukraine,0
1512454678004441095,2022-04-08 15:37:49+00:00,BeWater84640726,0,0,0,en,"@DOualaalou US not fighting it, dumb dumbs in Taiwan will, just like in Ukraine. Miscalculation will of course end mankind on earth.",Ukraine,1
1512454675295252484,2022-04-08 15:37:49+00:00,Landon0702,0,0,0,en,"@RBReich Bla bla 

beyond the public theater offered in Ukraine and the Middle East, and beyond all the East versus West propaganda offered in the mainstream and alternative media, China and the BRICS are dancing to the tune of the BIS puppetmasters just like everyone else.",Ukraine,1
1512454675068506120,2022-04-08 15:37:49+00:00,MrStupendousman,0,0,0,en,@hiSociety__ @AdamParkhomenko Russia had already attacked Ukraine. You can’t prevent something that has already happened.,Ukraine,0
1512454674443550728,2022-04-08 15:37:49+00:00,essing_h,0,0,0,de,"Mir fällt immer mehr eine üble Korrelation auf:Je mehr manche selbsternannten Anti-Rassisten, Anti-Rechte andere als Rassisten o-ä. diffamieren, desto weniger-ausser natürlich bigmouthing-tun sie selber etwas zur Linderung menschlicher Not.Gerade wieder bei Ukraine zu beobachten.",Ukraine,1
1512454672434536456,2022-04-08 15:37:48+00:00,MartinGenier,4,2,2,fr,Rencontre aujourd’hui entre @OlafScholz et @BorisJohnson à Londres. Côté allemand il n’y a même pas le drapeau 🇪🇺 bien dommage alors que @BorisJohnson cherche à diviser l’🇪🇺 et menace encore de rompre le protocole Nord-Irlandais en pleine guerre d’Ukraine… https://t.co/eGh8FswP1n,Ukraine,0
1512454672107413508,2022-04-08 15:37:48+00:00,gck1i,0,0,0,de,"@JWuPf Verstöße gegen Menschenrechte gehören nicht zum Element der Demokratie sondern Diktatur.

Sonst wäre die Ukraine bereits in der EU.",Ukraine,0
1512454672069668868,2022-04-08 15:37:48+00:00,R40737833,0,0,0,en,"@olliecarroll Do not spread misinformation. This rocket is used by Ukraine army, not by Russian army.",Ukraine,0
1512454670702329864,2022-04-08 15:37:48+00:00,FTDde1,0,0,0,de,Ukraine-Krieg lässt Baustoffknappheit steigen - https://t.co/8EZMbiA0FJ https://t.co/GNiaFUsmBb,Ukraine,1
1512454666096885767,2022-04-08 15:37:47+00:00,bill061926,0,0,0,en,"@cullenroche March 2022 data is to be released Tuesday April 12.  The March 2021 red tower MONTHLY total of 5.0 will drop off.  
Impact of Russia's invasion of Ukraine will start showing up in March and April data. https://t.co/jKEpZTtvIG",Ukraine,0
1512454663131615232,2022-04-08 15:37:46+00:00,CurseYouKhan,0,0,0,en,"@SphereByMilan @thoeger @evanhill FWIW, he didn't write the headline. Also, editors frequently will add qualifiers to what reporters file. I am very hesitant to attack someone who was there and saw the results of the massacre. I stand with #Ukraine &amp; I am against killing prisoners, no matter who does it.",Ukraine,0
1512454661856321540,2022-04-08 15:37:46+00:00,Speakwoman,0,0,0,en,"@AliVelshi @maddow Thank you @AliVelshi . You’ve done a terrific job on the Ukraine coverage, and it’s much appreciated. I only hope @msnbc and @maddow recognizes how valuable you are to the network.",Ukraine,1
1512454661009293314,2022-04-08 15:37:45+00:00,ambersings,0,0,1,en,How rich. A dictator who beats his own people to pulp when they demonstrate against his rule and is part of the invasion of the Ukraine has the nerve to name other countries 'unfriendly'. These dudes just always deflect and are so full of themselves.   🤮https://t.co/3bhdTaFnS6,Ukraine,1
1512454660631764998,2022-04-08 15:37:45+00:00,BocaTrumpette,0,0,0,en,@JoshMandelOhio @Kredo0 This corrupt president is giving money to both sides to make sure that all his corruption evidence is bombed and flattened in Ukraine and nothing will come back to haunt him,Ukraine,0
1512454660111876096,2022-04-08 15:37:45+00:00,allcandogood,0,0,0,en,@IdahoPubRadio These companies have tremendous political influence including using politicians to blame Russia's invasion of Ukraine as the excuse for high grocery prices. Companies that control the world's food https://t.co/4TbHnoDeff via @usatoday,Ukraine,1
1512454657238523913,2022-04-08 15:37:44+00:00,gcindy61,0,0,0,en,"""Tucked beneath the headlines on Covid and Ukraine, the most important climate legislation in US history""
https://t.co/pkTS5TzQiF",Ukraine,0
1512454656324423680,2022-04-08 15:37:44+00:00,Eremophila2,1,0,0,en,"@tkhuangshi @BambiVeracruz @_AbolishPolice_ @Macpart @Dr_ShahidPk @gbazov @brento1984 @ggreenwald @georgegalloway @jimmy_dore You are a low information imbecile. There is ample evidence as to who started this war in 2014. If you don't know that basic fact then piss off out of my feed dumbass. Ukraine is full of Nazis, again no secret, they boast about it. You are either stupid or willfully ignorant. https://t.co/5xum6TuizV",Ukraine,1
1512454655573438464,2022-04-08 15:37:44+00:00,HelgaMadjar,0,0,0,de,"@ZDFheute Aus der Ukraine flüchten stündlich Tausende, die unverschuldet in Not geraten sind. Und hier dreht sich alles um einen Typen, der irgendwie nie geschäftsfähig zu sein schien und für den immer alle anderen schuld sein sollen. Er hätte in der Provinz bleiben sollen!",Ukraine,1
1512454654743007237,2022-04-08 15:37:44+00:00,immigrantfooddc,0,0,0,en,"@chefjoseandres: “In the worst moments of humanity, the best of humanity shows up.”

We are amazed at the work being done by @WCKitchen to support Ukrainian refugees 💙💛. 

#StandWithUkraine #Ukraine #UnitedAtTheTable #UnityIsDelicious https://t.co/NGr9uurOe2",Ukraine,1
1512454654457700359,2022-04-08 15:37:44+00:00,wurzeltraum,1,0,0,de,"@seidel_wolfgang @cyb3rg33k Und Russland sagte, die Ukraine hätte Tochkas abgefeuert.",Ukraine,0
1512454654403104769,2022-04-08 15:37:44+00:00,AimeeGrove,0,0,1,en,"“For this CEO, taking a trip to Ukraine now is personal and professional” https://t.co/dRIxd7fRAK",Ukraine,1
1512454653912494086,2022-04-08 15:37:44+00:00,kimskornertv,0,0,0,en,"Higher food prices from Ukraine war will push up to 47 million people into acute hunger, UN says - The Globe and Mail https://t.co/6IiZrjdb50",Ukraine,0
1512454653371461634,2022-04-08 15:37:44+00:00,hallsp,1,0,1,en,“It wasn’t an immediate likelihood of Ukraine joining NATO that led Putin to invade Ukraine twice—in 2014 and in February—but rather the country’s shift toward democracy that threatened his autocratic power at home… https://t.co/W2iCkocnlY,Ukraine,0
1512454652519849987,2022-04-08 15:37:43+00:00,_siaubas_,1,0,0,en,"@krukukururu @_Sovinskiy @SheIsOffline @oryxspioenkop Please. I am all for Ukraine. But I'm also trying to be realistic. Bayraktar carries 4 missiles. And those are expensive, so they generally use them on high-value targets. Past couple weeks have been very low in RU damages. So if u think that they barely use Javelins, then maybe.",Ukraine,0
1512454652385796100,2022-04-08 15:37:43+00:00,HajoRieks,2,0,5,de,"@abuthomynak Ich freue mich darüber, dass die Flüchtlinge aus der Ukraine schnell eine Wohnung bekommen und der zugang zu einem Arbeitsplatz erleichtert wird. Es ist aber struktureller Rassismus, dass für Flüchtlinge aus Syrien o. Afgansitan nicht das Gleiche gilt.",Ukraine,0
1512454651106447363,2022-04-08 15:37:43+00:00,Saladin1086,0,0,0,fr,"La #France est le fer de lance de la guerre contre l'#Islam et les #musulmans. Défendez votre Prophète et votre communauté en boycottant tous ses produits.
#BoycottFrance pour toujours et à jamais !
#Ukraine 
#Ramadan
#مقاطعه_المنتجات_الفرنسيه528 
#مقاطعة_المنتجات_الفرنسية528 https://t.co/b42PYmmLvm",Ukraine,1
1512454650494165000,2022-04-08 15:37:43+00:00,QueensIceZ,0,0,0,en,"Russia wants its ally Belarus to provide security for Ukraine in the future

https://t.co/x1SCUXP4Z6",Ukraine,0
1512454650343088130,2022-04-08 15:37:43+00:00,GShootler,0,0,0,en,@MTBdoom @peperez6 @SuperSam321 @SLThank4thefish @JoshuaPotash that’s hilarious coming from someone with the Ukraine flag AND the vaccine in their name,Ukraine,1
1512454649319723015,2022-04-08 15:37:43+00:00,l33t_h4x0r80,0,1,2,it,"Ricapitolando la #Russia non ha invaso #Ukraine (portava solo i carri armati a fare in giro) i missili cadono dal cielo da soli, gli ucraini si bombardano le case da soli, le persone sono tutti attori. #Kramatorsk #RussiaUkraineWar #RussiaWarCrimes https://t.co/Jbvnzc6LBa",Ukraine,0
1512454649122541568,2022-04-08 15:37:43+00:00,klarinogambros,0,0,0,en,@18Median9 @whywewack @ukraine_insight I see that's why Biden son was financing 30 war bio labs. So that they could spread viruses in case of an attack...,Ukraine,1
1512454648644440073,2022-04-08 15:37:42+00:00,ArtCrunchy,0,0,0,en,"@Elpgb1 @MaryamR91092171 What does it have to do with Ukraine? I ""must"" say it?
Is my tweet about it?
People have their own views on everything, as I do. I do not feel beholden to represent everyone else's views in this tweet or any other.",Ukraine,1
1512454647105323008,2022-04-08 15:37:42+00:00,nationstatejpn,1,0,0,en,@KanAugust @PMed64293572 The Main Intelligence Directorate of the Ministry of Defense of #Ukraine reports the suicide of the commander of the 13th Tank Regiment of the 4th Tank Division of #Russia https://t.co/fJYFi1Bl2p,Ukraine,0
1512454646505353217,2022-04-08 15:37:42+00:00,uaopen4business,0,0,0,en,INFLATION IN UKRAINE ACCELERATED TO 4.5% IN MARCH https://t.co/nQNqL0q9Xa,Ukraine,1
1512454646211788807,2022-04-08 15:37:42+00:00,JessieBlueAZ,0,0,0,en,"Tucker Carlson has a whole lot to say about the war in Ukraine from the safety and comfort of the Fox News studio. 

Send him out of his cushy studio like Ali Velshi to actually see the devastation and maybe some of his fringey opinions may be relevant.",Ukraine,1
1512454645293142025,2022-04-08 15:37:42+00:00,geatkins,0,0,1,en,"@juliasm18659356 @uk_domain_names Our dear Government will say it's down to anything bar #Brexit - Covid, Ukraine, Easter, you name it.",Ukraine,1
1512454644743692296,2022-04-08 15:37:42+00:00,tomwalkr,1,0,1,en,"There are so many words out there with left 'analyses' of Russia's invasion of Ukraine, but it boils down to whether you agree with the proposition ""the US is the only imperialist country today"". 'No' leads to Ukraine solidarity, 'Yes' gets you misplaced blame and bad positions.",Ukraine,0
1512454642680143878,2022-04-08 15:37:41+00:00,GuyManmins,1,0,0,fr,"@fernand87159976 Mais moi je ne suis pour aucune des deux parties on n'a pas, comme la plupart des bavards sur les chaînes et certains militaires en premier, assez de billes pour pouvoir se forger une opinion à part condamner l'invasion de l'Ukraine",Ukraine,1
1512454642017443844,2022-04-08 15:37:41+00:00,JobZomerplaag,0,0,0,en,"What Europeans take for granted, Ukrainians have been willing to die for. It's time for the European Union to welcome Ukraine as a member, @rcbregman argues: https://t.co/vcqkG0O1C4",Ukraine,1
1512454640964718598,2022-04-08 15:37:41+00:00,Tetrailes,3,0,0,en,@sandstorm82 @ABietzsch @HiredHelper @yanisvaroufakis And which section did Ukraine break first? And please quote independent sources.,Ukraine,1
1512454640461299717,2022-04-08 15:37:40+00:00,Offtherez78,0,0,0,en,@CBS_Herridge Biden has taken bribes from Pakistan and hasn't done the favors he promised the regime . Just like the bribes from Ukraine he hasn't all out went to war to protect his Burisma employer. Iran has vowed to kill Pompeo and Trump so it's one of the other.,Ukraine,0
1512454638292946944,2022-04-08 15:37:40+00:00,anna_maja,0,4,20,en,"Thank You president Zelenskyi @ZelenskyyUa for Your excellent and important speech to us today! We will continue to support Ukraine. Our thoughts are with You every day. 
Slava Ukraini! 🇺🇦🙏🇺🇦 
#Ukraine #zenlenskyi #Finland https://t.co/HtY6jGFgqx",Ukraine,1
1512454636913012740,2022-04-08 15:37:40+00:00,gatzke_jennifer,0,0,0,en,@Bundeskanzler @OlafScholz Please do not hesitate sending tanks and arms to Ukraine! Make us proud and help save the world from this madman. NOW is the time to act - while we still have something to save.,Ukraine,1
1512454635742760967,2022-04-08 15:37:39+00:00,SideKic76336704,0,0,0,en,"Analysis | U.S. quietly paying millions to send Starlink terminals to Ukraine, contrary to SpaceX’s claims https://t.co/JaMNxHHsh5 

@elonmusk trying to take full credit",Ukraine,1
1512454633763094531,2022-04-08 15:37:39+00:00,AndrzejGrochow7,0,0,0,en,"@Ozkok_A The UK will send a further £100m worth of high-grade military equipment to Ukraine's armed forces"" PM Boris Johnson speaks at Downing Street press conference alongside German Chancellor Olaf Scholz",Ukraine,1
1512454633133858825,2022-04-08 15:37:39+00:00,BrennDG38,1,0,0,fr,@charonne62 @stratpol_site @YvesPDB Donc on te dis que Des lanceurs qui vont de l'Ukraine vers la Biélorusse... Et t en conclue qu'ils vont servir pour lancer des missiles de la Biélorusse ? Un Toshka U c'est max 185 km Bielorusse-La Gare y a plus de 600 km le Toshka U fini a pied ?,Ukraine,1
1512454630948622342,2022-04-08 15:37:38+00:00,techie_ae,1,0,1,en,"@rambaldi_fabio @AndriyTw @JulianRoepcke Russia is multi ethnic. Ukraine is driven by this ideology. They murder all Russians alike. The evidence is all around you. I don't need to debate more on Kramatorsk in Donbas being hit by a Tochka-U only used by Ukraine. You are free to ignore the evidence, ignore reality. https://t.co/8A26qJQjGJ",Ukraine,1
1512454628486561794,2022-04-08 15:37:38+00:00,thembrown,1,0,1,en,@f_dadashi @vonderleyen @JosepBorrellF Iran? is Iran helping Ukraine in any way? if not why not,Ukraine,0
1512454628297916417,2022-04-08 15:37:38+00:00,jkmiguellon,0,0,0,en,@abel_kandiho @GodwinTOKO @kagarura1974 @adoniaayebare The battle for Ukraine started in 2014 with the orange revolution. Zelensky came in and made it clear he would not be accepting an inch of Ukraine given to an aggressor.,Ukraine,0
1512454626980904961,2022-04-08 15:37:37+00:00,HealthySafty,0,0,0,en,Ukraine-Russian war live: Horrifying scenes as Putin’s evil troops massacre at least 50 civilians at busy train station https://t.co/zuWvdF9Nnq,Ukraine,0
1512454625735151625,2022-04-08 15:37:37+00:00,Christo16042471,0,0,1,en,@vonderleyen @ZelenskyyUa Give Ukraine appropriate weapons and they will take care of themselves and you will not see such massacres anymore.  It's probably quite simple isn't it?,Ukraine,0
1512454625387233283,2022-04-08 15:37:37+00:00,aimannasa,0,0,0,in,40% rakyat ukraine yahudi fakta @ palatau? https://t.co/KKIjkMWuLt,Ukraine,0
1512454624791662599,2022-04-08 15:37:37+00:00,Lisa_SanMartin,0,0,0,en,@PrimeTyrannus @TimBurk89339590 @RWApodcast I think the same army can be both stupid and sneaky. We are talking about different generals giving orders in different parts of Ukraine. In one area they’re in charge. In another they ran away.,Ukraine,0
1512454622329413644,2022-04-08 15:37:36+00:00,charivarii1,0,0,0,fr,"@afpfr Quel inconscient ! L'hélicoptére ukrainien avec 2 français et des cadres nazis a été abattu grace à un missile Sol-air de l'OTAN.
et bientôt ce sera peut-être un avion de ligne.
#Ukraine",Ukraine,1
1512454622140674050,2022-04-08 15:37:36+00:00,LuMer_Europa,0,0,0,de,"@n_roettgen Herr Röttgen, was schlagen Sie vor? Wie kann man Scholz und Lambrecht zu mehr Geschwindigkeit und Transparenz zwingen. Es ist unerträglich, wie diese beiden mit Wahrheiten jonglieren und in der Ukraine brennt es. Wenn Scholz von ""klar"" spricht, dann wird maximal verschleiert.",Ukraine,1
1512454622014676997,2022-04-08 15:37:36+00:00,lf092313,0,0,0,en,@SamRamani2 Glory to Australia 🇦🇺 and Ukraine 🇺🇦  @ScottMorrisonMP,Ukraine,1
1512454621989589006,2022-04-08 15:37:36+00:00,PeteerPeters,0,0,0,en,@ScottAdamsSays Russia won't be able to leave those Eastern regions of Ukraine because the Ukrainians would slaughter the ethnic Russians that live there. The end will be Zelenskyy accepting the original deal. To the detriment of everyone who died.,Ukraine,0
1512454619477196806,2022-04-08 15:37:35+00:00,nicolas760,0,0,0,fr,"Opinion | Give Russia’s U.N. Security Council seat to Ukraine - The Washington Post

Donner le siège de la Russie au Conseil de sécurité à l’Ukraine ?  Une proposition de l’ancienne ""plume"" du président George W Bush, qui cite le précédent chinois. https://t.co/rdBuWX86Nk",Ukraine,1
1512454618508320770,2022-04-08 15:37:35+00:00,MonkVaughan,0,0,0,en,Putin should face a war crimes tribunal and face death by firing squad. He has order the death of thousands of Ukraine’s targeting innocent members of the general public presumably to give him some sort of sexual gratification #WarCrimes #Ukraine #Putin,Ukraine,0
1512454618474680323,2022-04-08 15:37:35+00:00,CoreyLFREY2,0,0,0,en,@OlenaHalushka @dima7b I wouldn't I wouldn't say I would say no they're not all glory to Ukraine! :-),Ukraine,1
1512454617715597315,2022-04-08 15:37:35+00:00,PublicEnNo15,0,0,0,en,We've got you're backs Ukraine https://t.co/leS5VnzeFU,Ukraine,1
1512454615547195393,2022-04-08 15:37:35+00:00,IdeallyaNews,0,0,0,en,At least 50 dead after rocket attack on Kramatorsk train station - #kramatorsk #ukraine https://t.co/6RiYeqyCso,Ukraine,0
1512454610765688834,2022-04-08 15:37:33+00:00,tinagoode88,0,0,0,en,"@Dar5131 I have been asking for military intervention for 2 years!  Now  Apparently they have sent what is left of our beleaguered military and weapons to Ukraine,  leaving us defenseless against the Traitors and Globalists that have infiltrated our Country 🇨🇦",Ukraine,0
1512454610648276994,2022-04-08 15:37:33+00:00,syenepo,0,0,0,en,"@juliaioffe Also there’s a well established fact that Ukraine is the one using Tochka, Russia doesn’t. But yeah, go ahead and support the western media brain washing👍",Ukraine,1
1512454606244261892,2022-04-08 15:37:32+00:00,gra123zer,0,0,0,en,"The west must send in tanks, artillery, ballistic missiles, anti aircraft batteries and ammunition to Ukraine along with medical supplies. Hit the Russians with everything that the west can muster.",Ukraine,1
1512454604126097408,2022-04-08 15:37:32+00:00,WollertonRobert,0,0,0,en,"@RussianEmbassy @nytimes Next you will be saying Russia invaded Ukraine, false information, all staged by Ukrainians. https://t.co/xH5PsY5hkW",Ukraine,0
1512454603773820929,2022-04-08 15:37:32+00:00,AndrzejGrochow7,0,0,0,en,"@Ozkok_A BREAKING UK PM says sending Ukraine more anti-aircraft, anti-tank missiles after 'unconscionable' train station attack",Ukraine,0
1512454603375362049,2022-04-08 15:37:32+00:00,DutyCallsme07,0,0,0,es,🇷🇺 El presidente Ruso Vladimir Putin fue grabado asistiendo al funeral de Vladimir Zhirinovski (Fundador del partido demócrata liberal Ruso) quien murió el pasado 6 de abril de Covid-19. #Russia #Putin #Ukraine  https://t.co/i0jqxaR0Zz,Ukraine,0
1512454603312451585,2022-04-08 15:37:32+00:00,cathynewman,1,0,10,en,Was so busy I didn’t have time to tweet but on air now with @TimesRadio - @arminkahelic on the #Ukraine refugee debacle; the new Pink Floyd song; #RishiSunak &amp; tax; @emwiggsy on her incredible life story on The Ladder - from being paralysed on her Gap year to 9x world champion,Ukraine,0
1512454602947538947,2022-04-08 15:37:32+00:00,JohnnySQL8,0,0,0,en,As soon as they go in Ukraine I'm sure Russia will know. Can't get my head around all these countries falling for zelensky acting. https://t.co/Xqw47E6Ew6,Ukraine,0
1512454602695786504,2022-04-08 15:37:31+00:00,5CYBJo3cm50uSxR,1,1,1,und,#PS4share @UN @DI_Ukraine @UKRINFORM @Odessa_journal @JackDetsch @JuliaDavisNews @BBCNews @cnni @SobolLubov @NATO https://t.co/lOzYEmE9tB,Ukraine,1
1512454602376953856,2022-04-08 15:37:31+00:00,strangel00p,0,0,1,und,#micdrop #Ukraine #UkraineRussianWar #GOPHypocrisy #GOPRussianAssets https://t.co/C3bVSarYGd,Ukraine,0
1512454601282359299,2022-04-08 15:37:31+00:00,CSherwinCTV,0,1,0,en,Refugee children from Ukraine will need emotional support to cope with the weight of war: Montreal expert https://t.co/TzZ4pAtjtq,Ukraine,0
1512454600439353353,2022-04-08 15:37:31+00:00,garside_geoff,0,0,1,en,"@ClarkeMicah Russia is: a) shelling residential areas all over Ukraine, b) keeping people locked in basements in groups even when some of them have died; c) raping children; d) cooking their pets. It has a programme for genocide.  Wake up and grow up.

https://t.co/JMve7GyyJ4",Ukraine,0
1512454599206187018,2022-04-08 15:37:31+00:00,Y_Broga,0,0,0,en,"@Esagramma_56 @Chino__nj @Militarylandnet You need to brush up on your understanding of genocide, pal.

""The name Ukraine cannot be retained. Denazification is inevitably also deukrainisation""

The deletion of Ukraine and its culture.

Nothing is on state media that is not sanctioned by the Kremlin.",Ukraine,0
1512454597998219265,2022-04-08 15:37:30+00:00,sorchantre,0,0,0,es,"@Europarl_ES El cohete voló hacia #Kramatorsk desde el lado suroeste, territorio controlado por #Ukraine .
 Esto es claramente visible en los restos.
 Tochka-U no puede girar en el aire y cambiar la trayectoria. Cohete ucraniano mató a ciudadanos ucranianos",Ukraine,0
